Firm_ID;BenefitProgramPeriod;TotalSpent;TotalPurchases;AvgSpentOnTransaction
10307;Never in program;9421359,00;96;98139,1562
663969;Never in program;124323,00;1;124323,00
2670292;Never in program;3204806,00;42;76304,9047
1152430;Never in program;1403317,00;10;140331,70
2340284;Never in program;680000,00;2;340000,00
955696;Never in program;55116,00;2;27558,00
126263;Never in program;2565214,00;67;38286,7761
2796350;Never in program;2198300,00;14;157021,4285
2130608;Never in program;6757739,00;7;965391,2857
491502;Never in program;1945370,00;4;486342,50
3493551;Never in program;3450151,00;65;53079,2461
414495;Never in program;500907,00;11;45537,00
1776778;Never in program;91166,00;5;18233,20
2374690;Never in program;2334222,00;10;233422,20
2763238;Never in program;3664656,00;16;229041,00
141969;Never in program;4623081,00;109;42413,5871
1000624;Never in program;18117602,00;27;671022,2962
588518;Never in program;1878762,00;11;170796,5454
2296324;Never in program;815163,00;15;54344,20
1554302;Never in program;2096450,00;27;77646,2962
5292147;Never in program;203874,00;8;25484,25
2513859;Never in program;1965102,00;22;89322,8181
5958784;Never in program;2761464,00;35;78898,9714
2109066;Never in program;357025,00;3;119008,3333
2117929;Never in program;7590244,00;46;165005,3043
5648685;Never in program;297355,00;1;297355,00
1505351;Never in program;7299652,00;77;94800,6753
2199835;Never in program;901231,00;37;24357,5945
2581191;Never in program;825479,00;4;206369,75
509728;Never in program;174959,00;1;174959,00
3700487;Never in program;7778987,00;60;129649,7833
2961734;Never in program;1325523,00;31;42758,8064
5053645;Never in program;1845420,00;14;131815,7142
460238;Never in program;4252801,00;22;193309,1363
3034016;Never in program;9617399,00;10;961739,90
1958644;Never in program;12121442,00;53;228706,4528
1814268;Never in program;881969,00;17;51880,5294
3284372;Never in program;91983,00;4;22995,75
1556192;Never in program;19514132,00;22;887006,00
3717905;Never in program;619327,00;6;103221,1666
4177478;Never in program;83192,00;1;83192,00
4409243;Never in program;12491877,00;82;152339,9634
51760;Never in program;3938151,00;17;231655,9411
1454057;Never in program;116302,00;3;38767,3333
4038475;Never in program;635075,00;4;158768,75
5057964;Never in program;2407467,00;21;114641,2857
1563011;Never in program;597065,00;2;298532,50
2761899;Never in program;639583,00;4;159895,75
1224181;Never in program;262424,00;2;131212,00
2317676;Never in program;2021596,00;13;155507,3846
157829;Never in program;3080142,00;71;43382,2816
2766674;Never in program;304132,00;6;50688,6666
837150;Never in program;1620800,00;10;162080,00
1804190;Never in program;1312313,00;3;437437,6666
2316420;Never in program;24462,00;1;24462,00
2991087;Never in program;3528479,00;28;126017,1071
2144939;Never in program;4575714,00;11;415974,00
1789782;Never in program;389899,00;10;38989,90
6125602;Never in program;177933,00;3;59311,00
3057684;Never in program;10411283,00;129;80707,6201
2303238;Never in program;6433304,00;28;229760,8571
1901911;Never in program;676686,00;8;84585,75
4381179;Never in program;2434197,00;36;67616,5833
636793;Never in program;225123,00;3;75041,00
4777571;Never in program;1063020,00;7;151860,00
2126111;Never in program;275841,00;5;55168,20
4131913;Never in program;2199922,00;19;115785,3684
1997414;Never in program;137851,00;1;137851,00
4099829;Never in program;9944254,00;21;473535,9047
207008;Never in program;2670034,00;67;39851,2537
4251507;Never in program;2889746,00;49;58974,4081
6419032;Never in program;70165,00;1;70165,00
2965129;Never in program;3530168,00;30;117672,2666
2512437;Never in program;4234846,00;16;264677,875
2233987;Never in program;4618631,00;27;171060,4074
1280580;Never in program;1238342,00;11;112576,5454
4988713;Never in program;3223218,00;27;119378,4444
2145008;Never in program;1216269,00;12;101355,75
4883418;Never in program;277096,00;4;69274,00
5442725;Never in program;280639,00;3;93546,3333
1864000;Never in program;14043530,00;151;93003,5099
2152461;Never in program;2598961,00;55;47253,8363
1773875;Never in program;9370849,00;24;390452,0416
3467968;Never in program;197748,00;7;28249,7142
2063766;Never in program;45688091,00;21;2175623,3809
3374048;Never in program;572064,00;4;143016,00
1845172;Never in program;11288016,00;4;2822004,00
3132250;Never in program;5852439,00;52;112546,9038
3275344;Never in program;1519271,00;15;101284,7333
3750910;Never in program;411149,00;3;137049,6666
4825644;Never in program;1089584,00;6;181597,3333
2900781;Never in program;53223,00;1;53223,00
9924919;After;565979,00;9;62886,5555
2669354;Never in program;347603,00;3;115867,6666
4821171;Never in program;284091,00;3;94697,00
1696147;Never in program;29173,00;2;14586,50
118772;Never in program;8708148,00;94;92639,8723
1360657;Never in program;204793,00;2;102396,50
1354430;Never in program;4227160,00;22;192143,6363
612959;Never in program;1628199,00;18;90455,50
1901358;Never in program;484429,00;11;44039,00
444537;Never in program;2068085,00;30;68936,1666
5315556;Never in program;4001179,00;27;148191,8148
2283617;Never in program;10605659,00;15;707043,9333
610500;Never in program;737810,00;10;73781,00
1759949;Never in program;2638868,00;17;155227,5294
2271140;Never in program;1183867,00;21;56374,619
5791095;Never in program;4964907,00;37;134186,6756
4001163;Never in program;1609505,00;12;134125,4166
1292992;Never in program;3155701,00;5;631140,20
3119204;Never in program;1976001,00;16;123500,0625
102539;Never in program;15674259,00;49;319882,8367
1844455;Never in program;2076481,00;11;188771,00
3740115;Never in program;5035323,00;50;100706,46
1840687;Never in program;3270763,00;14;233625,9285
3647087;Never in program;889941,00;11;80903,7272
2027869;Never in program;3837595,00;21;182742,619
1739989;Never in program;1938119,00;7;276874,1428
1182282;Never in program;2622003,00;25;104880,12
2900064;Never in program;2695123,00;4;673780,75
1943660;Never in program;5789708,00;37;156478,5945
1624308;Never in program;216362,00;3;72120,6666
240153;Never in program;1823680,00;25;72947,20
2415561;Never in program;2055040,00;6;342506,6666
5653564;Never in program;10308431,00;64;161069,2343
127742;Never in program;16011723,00;78;205278,50
771128;Never in program;927022,00;14;66215,8571
2565291;Never in program;998129,00;13;76779,1538
2425977;Never in program;196571,00;4;49142,75
2442844;Never in program;672231,00;3;224077,00
1418638;Never in program;6471651,00;40;161791,275
2449746;Never in program;3848975,00;40;96224,375
5667380;Never in program;45124,00;1;45124,00
1655036;Never in program;1869275,00;14;133519,6428
2187985;Never in program;6427333,00;18;357074,0555
3162691;Never in program;757290,00;3;252430,00
5391264;Never in program;1053164,00;4;263291,00
1754842;Never in program;180006,00;4;45001,50
3842762;Never in program;1851838,00;27;68586,5925
5437209;Never in program;27664395,00;175;158082,2571
1217557;Never in program;1573991,00;13;121076,2307
2260932;Never in program;2212888,00;20;110644,40
4190990;Never in program;123414,00;3;41138,00
186449;Never in program;6946297,00;21;330776,0476
2226436;Never in program;7292458,00;42;173629,9523
3846530;Never in program;3799830,00;20;189991,50
2186202;Never in program;946417,00;6;157736,1666
723989;Never in program;3916927,00;25;156677,08
4243083;Never in program;893463,00;3;297821,00
4494506;Never in program;6008504,00;4;1502126,00
5439448;Never in program;649903,00;5;129980,60
3977218;Never in program;2887953,00;22;131270,5909
3995809;Never in program;3112209,00;41;75907,5365
73665;Never in program;3178142,00;42;75670,0476
3385557;Never in program;115860,00;1;115860,00
1687799;Never in program;3832569,00;52;73703,25
2181261;Never in program;853717,00;9;94857,4444
499509;Never in program;3222664,00;43;74945,6744
1848650;Never in program;510173,00;2;255086,50
5589641;Never in program;2914553,00;37;78771,7027
974991;Never in program;5527029,00;73;75712,726
2078128;Never in program;3362483,00;28;120088,6785
448483;Never in program;1804709,00;5;360941,80
2689747;Never in program;3659087,00;82;44623,0121
1270923;Never in program;981343,00;16;61333,9375
3524996;Never in program;1467905,00;14;104850,3571
4706438;Never in program;2478339,00;11;225303,5454
3356203;Never in program;1367054,00;15;91136,9333
2988155;Never in program;3613004,00;59;61237,3559
642591;Never in program;1415903,00;6;235983,8333
1744782;Never in program;8033140,00;48;167357,0833
769440;Never in program;7452938,00;45;165620,8444
90366;Never in program;8546344,00;59;144853,2881
941891;Never in program;176800,00;1;176800,00
7003967;Never in program;5533895,00;115;48120,826
1501144;Never in program;1359495,00;20;67974,75
2078762;Never in program;1615287,00;6;269214,50
1518436;Never in program;10035012,00;58;173017,4482
833959;Never in program;5615898,00;28;200567,7857
3871674;Never in program;832235,00;11;75657,7272
3083345;Never in program;3304688,00;9;367187,5555
2314846;Never in program;4710829,00;54;87237,574
1731683;Never in program;319601,00;8;39950,125
5362212;Never in program;8937538,00;13;687502,923
3277631;Never in program;2103736,00;4;525934,00
783896;Never in program;4543128,00;14;324509,1428
3600558;Never in program;114545,00;2;57272,50
3964746;Never in program;85290,00;1;85290,00
4195837;Never in program;1697471,00;38;44670,2894
2128046;Never in program;2478076,00;19;130425,0526
3127481;Never in program;1607390,00;2;803695,00
6435460;Never in program;106198,00;1;106198,00
4802323;After;2696242,00;18;149791,2222
265990;Never in program;2910028,00;19;153159,3684
3911011;Never in program;4006271,00;15;267084,7333
501926;Never in program;10433209,00;44;237118,3863
1081217;Never in program;138831242,00;256;542309,539
4070979;Never in program;4768627,00;63;75692,492
1530101;Never in program;2079954,00;9;231106,00
6177468;Before;151041,00;1;151041,00
1821923;Never in program;3095959,00;89;34786,0561
2492958;Never in program;757454,00;4;189363,50
2208893;Never in program;127190,00;1;127190,00
5635828;Never in program;10148349,00;61;166366,377
1445394;Never in program;1502327,00;44;34143,7954
2928900;Never in program;1136715,00;22;51668,8636
5648730;Never in program;2152893,00;4;538223,25
484042;Never in program;1071735,00;11;97430,4545
829006;Never in program;760850,00;4;190212,50
5390115;Never in program;885860,00;15;59057,3333
3614374;Never in program;59009,00;1;59009,00
2554810;Never in program;356052,00;4;89013,00
2830388;Never in program;984900,00;4;246225,00
3246877;Never in program;1272398,00;2;636199,00
828923;Never in program;9322973,00;7;1331853,2857
2520371;Never in program;4355766,00;20;217788,30
2584890;Never in program;4368676,00;10;436867,60
1798776;Never in program;9456545,00;84;112577,9166
1957820;Never in program;137198,00;3;45732,6666
3586286;Never in program;914182,00;12;76181,8333
1962056;Never in program;329544,00;32;10298,25
4139660;Never in program;720742,00;14;51481,5714
5285127;Never in program;397604,00;4;99401,00
5579012;Never in program;2039252,00;6;339875,3333
65868;Never in program;1301423,00;55;23662,2363
2858464;Never in program;225459,00;5;45091,80
327724;Never in program;3030831,00;33;91843,3636
1997300;Never in program;617912,00;24;25746,3333
3530666;Never in program;1247469,00;11;113406,2727
1015537;Never in program;9266427,00;104;89100,2596
2636242;Never in program;5705909,00;24;237746,2083
4687123;Never in program;142148,00;2;71074,00
3280606;Never in program;28677,00;1;28677,00
2406610;Never in program;51818,00;1;51818,00
970879;Never in program;6338718,00;54;117383,6666
5880722;Never in program;622064,00;4;155516,00
4002704;Never in program;116114,00;2;58057,00
209584;Never in program;324739,00;5;64947,80
4582580;Never in program;5003903,00;36;138997,3055
1130543;Never in program;6971519,00;43;162128,3488
7214095;Never in program;3356630,00;41;81869,0243
135297;Never in program;1107649,00;30;36921,6333
2050484;Never in program;609156,00;4;152289,00
2846271;Never in program;7812124,00;26;300466,3076
3374219;Never in program;3696084,00;24;154003,50
3647550;Never in program;4449623,00;64;69525,3593
4279419;Never in program;22161062,00;83;267000,7469
122920;Never in program;4316515,00;114;37864,1666
535762;Never in program;3163170,00;53;59682,4528
1768924;Never in program;1604262,00;7;229180,2857
3730161;Never in program;36941,00;1;36941,00
1677770;Never in program;378840,00;7;54120,00
1362718;Never in program;16736016,00;145;115420,80
1303337;Never in program;220147,00;5;44029,40
2480429;Never in program;232270,00;3;77423,3333
2002578;Never in program;4729802,00;125;37838,416
518474;Never in program;536110,00;5;107222,00
4503405;Never in program;118506,00;5;23701,20
290139;Never in program;71413530,00;427;167244,8009
4177914;After;2042769,00;25;81710,76
2767398;Never in program;3382905,00;77;43933,8311
3316235;Never in program;754309,00;18;41906,0555
2595986;Never in program;4317176,00;45;95937,2444
5870644;Never in program;1928500,00;10;192850,00
928050;Never in program;132318,00;25;5292,72
2529069;Never in program;424843,00;7;60691,8571
3452623;Never in program;1014503,00;17;59676,647
4773253;Never in program;6403854,00;46;139214,2173
4866031;Never in program;3423598,00;38;90094,6842
5769003;Never in program;5748077,00;19;302530,3684
2611046;Never in program;10248475,00;35;292813,5714
3455840;Never in program;3936629,00;68;57891,6029
2917743;Never in program;7130019,00;19;375264,1578
545810;Never in program;6635039,00;10;663503,90
5852029;Never in program;49422,00;1;49422,00
2969293;Never in program;7494463,00;165;45420,9878
2935896;Never in program;2642395,00;6;440399,1666
2899810;Never in program;755172,00;19;39745,8947
4788598;Never in program;941547,00;10;94154,70
4350033;Never in program;2323860,00;18;129103,3333
5430219;Never in program;5721244,00;39;146698,5641
5939232;Never in program;843001,00;7;120428,7142
224105;Never in program;2094440,00;23;91062,6086
2740312;Never in program;13444737,00;107;125651,7476
1624011;Never in program;3258963,00;45;72421,40
1848548;Never in program;3227746,00;57;56627,1228
2480885;Never in program;2594651,00;23;112810,913
1931817;Never in program;2873932,00;30;95797,7333
109916;Never in program;2219302,00;64;34676,5937
336972;Never in program;10727949,00;32;335248,4062
1684660;Never in program;5117037,00;12;426419,75
5128656;Never in program;542448,00;5;108489,60
595599;Never in program;1029296,00;5;205859,20
3046963;Never in program;3564299,00;15;237619,9333
1780375;Never in program;454535,00;6;75755,8333
1805821;Never in program;578147,00;8;72268,375
2104550;Never in program;541565,00;2;270782,50
4238415;Never in program;449419,00;7;64202,7142
2711720;Never in program;272808,00;3;90936,00
1115068;Never in program;2919359,00;13;224566,0769
5681849;Never in program;12134964,00;27;449443,1111
56098;Never in program;524287,00;5;104857,40
1358411;Never in program;1385725,00;7;197960,7142
2674568;Never in program;4138317,00;15;275887,80
2430082;Never in program;2931321,00;5;586264,20
3695983;Never in program;198599,00;3;66199,6666
3829734;Never in program;4916209,00;15;327747,2666
2278398;Never in program;16919641,00;73;231775,9041
2944854;Never in program;1974463,00;20;98723,15
2682039;Never in program;2591249,00;62;41794,3387
1297584;Never in program;5394249,00;76;70976,9605
1344541;Never in program;401578,00;3;133859,3333
90081;Never in program;19986302,00;50;399726,04
5026773;Never in program;1506754,00;17;88632,5882
2563235;Never in program;6160647,00;21;293364,1428
2057593;Never in program;1790076,00;20;89503,80
1100050;Never in program;4097031,00;18;227612,8333
176294;Never in program;3967157,00;17;233362,1764
417598;Never in program;3622735,00;54;67087,6851
1736860;Never in program;5592635,00;32;174769,8437
2775705;Never in program;4699949,00;31;151611,258
54457;Never in program;4533359,00;52;87179,9807
1361355;Never in program;13024902,00;40;325622,55
2943527;Never in program;8902471,00;91;97829,3516
1795086;Never in program;1720230,00;5;344046,00
5862409;Never in program;5670922,00;12;472576,8333
1264472;Never in program;4934879,00;15;328991,9333
2895610;Never in program;1026032,00;7;146576,00
7062126;Never in program;2049006,00;19;107842,421
3411418;Never in program;354410,00;10;35441,00
3209607;Never in program;5773310,00;30;192443,6666
2630235;Never in program;3108117,00;58;53588,2241
5599392;Never in program;1049609,00;9;116623,2222
199346;Never in program;3924065,00;15;261604,3333
5126873;Never in program;148676,00;3;49558,6666
6307609;Never in program;5317073,00;88;60421,284
4554670;Never in program;4280916,00;22;194587,0909
1292655;Never in program;1073932,00;17;63172,4705
3755666;Never in program;210100,00;10;21010,00
4230530;Never in program;441751,00;13;33980,8461
1999687;Never in program;1804057,00;21;85907,4761
2541261;Never in program;11437322,00;38;300982,1578
4524674;Never in program;153554,00;2;76777,00
2946205;Never in program;955828,00;17;56225,1764
4209273;Never in program;4350088,00;42;103573,5238
3927541;Never in program;517639,00;4;129409,75
2390851;Never in program;3863519,00;65;59438,7538
190193;Never in program;19310135,00;48;402294,4791
1949750;Never in program;148258,00;2;74129,00
958994;Never in program;2309670,00;99;23330,00
3561983;Never in program;1604730,00;48;33431,875
2045294;Never in program;647294,00;5;129458,80
1202757;Never in program;3287064,00;11;298824,00
3386020;Never in program;1451374,00;29;50047,3793
1929044;Never in program;267188,00;3;89062,6666
2870022;Never in program;2757930,00;10;275793,00
3029254;Never in program;412063,00;10;41206,30
614818;Never in program;231691,00;3;77230,3333
1561235;Never in program;3057903,00;3;1019301,00
4166238;Never in program;606603,00;2;303301,50
2611395;Never in program;4596442,00;22;208929,1818
2944878;Never in program;513978,00;19;27051,4736
2825701;Never in program;56529,00;1;56529,00
5635543;Never in program;61404,00;2;30702,00
1558172;Never in program;1155986,00;53;21811,0566
4710282;Never in program;3835996,00;37;103675,5675
3348986;Never in program;1169369,00;10;116936,90
6053402;Never in program;99751,00;2;49875,50
170731;Never in program;1492631,00;28;53308,25
1098972;Never in program;20985749,00;46;456211,9347
2553217;Never in program;9492239,00;37;256547,00
5499914;Never in program;2865430,00;13;220417,6923
280079;Never in program;3188181,00;22;144917,3181
1150870;Never in program;280371,00;2;140185,50
3937494;Never in program;357509,00;7;51072,7142
3096197;Never in program;304543,00;5;60908,60
4638937;Never in program;3148016,00;8;393502,00
5746520;Never in program;7092975,00;31;228805,6451
2263896;Never in program;322974,00;4;80743,50
3006854;Never in program;5580533,00;99;56369,0202
1857212;Never in program;18714761,00;78;239932,8333
269416;Never in program;2309722,00;17;135866,00
4895147;Never in program;519424,00;1;519424,00
144063;Never in program;6488720,00;66;98313,9393
4435403;Never in program;4777749,00;30;159258,30
1050511;Never in program;238180,00;5;47636,00
1495479;Never in program;233926,00;5;46785,20
104937;Never in program;706858,00;2;353429,00
522610;Never in program;5272836,00;17;310166,8235
1361405;Never in program;1282637,00;9;142515,2222
2126391;Never in program;503141,00;1;503141,00
2489422;Never in program;1462397,00;18;81244,2777
3080349;Never in program;3701708,00;31;119409,9354
3223286;Never in program;2011825,00;9;223536,1111
119831;Never in program;4030660,00;6;671776,6666
3375756;Never in program;4176112,00;78;53539,8974
799242;Never in program;8807451,00;81;108733,9629
3197123;Never in program;8282108,00;20;414105,40
4023790;Never in program;3938778,00;23;171251,2173
3336209;Never in program;9522223,00;35;272063,5142
179960;Never in program;20328529,00;56;363009,4464
232719;Never in program;12197240,00;57;213986,6666
2371848;Never in program;5059797,00;93;54406,4193
156445;Never in program;618962,00;12;51580,1666
5633881;Never in program;10760518,00;42;256202,8095
2599063;Never in program;611658,00;14;43689,8571
2179618;Never in program;6556624,00;37;177206,054
2308656;Never in program;1204859,00;17;70874,0588
2678435;Never in program;14637275,00;136;107627,022
3104231;Never in program;715122,00;6;119187,00
1828039;Never in program;522572,00;8;65321,50
3358385;Never in program;760043,00;16;47502,6875
5089350;Never in program;283833,00;3;94611,00
1432299;Never in program;98099,00;1;98099,00
3466059;Never in program;2100214,00;28;75007,6428
2797561;Never in program;208595,00;2;104297,50
3487506;Never in program;20861754,00;140;149012,5285
1822310;Never in program;2951598,00;28;105414,2142
161096;Never in program;1856474,00;14;132605,2857
3719650;Never in program;6227369,00;22;283062,2272
755009;Never in program;3316916,00;34;97556,3529
2540563;Never in program;4204051,00;25;168162,04
1876242;Never in program;372093,00;8;46511,625
3043563;Never in program;5948125,00;18;330451,3888
4444912;Never in program;3668094,00;10;366809,40
2893670;Never in program;3711350,00;77;48199,3506
5239687;Never in program;866936,00;9;96326,2222
529767;Never in program;679978,00;14;48569,8571
1591576;Never in program;1986930,00;28;70961,7857
1702757;Never in program;482586,00;6;80431,00
1986979;Never in program;108595,00;1;108595,00
3619607;Never in program;23128402,00;40;578210,05
2121573;After;2660330,00;41;64886,0975
1177979;Never in program;4344607,00;25;173784,28
1076129;Never in program;10961070,00;74;148122,5675
100559;Never in program;32892,00;2;16446,00
3437520;Never in program;236948,00;5;47389,60
2553846;Never in program;47685,00;2;23842,50
685833;Never in program;410156,00;4;102539,00
2453815;Never in program;5035116,00;24;209796,50
2810056;Never in program;9325114,00;60;155418,5666
1425373;Never in program;1540691,00;8;192586,375
2048364;Never in program;1203061,00;9;133673,4444
2229806;Never in program;330332,00;11;30030,1818
2167248;Never in program;1144228,00;7;163461,1428
2310641;Never in program;47106,00;3;15702,00
4063432;Never in program;7073612,00;38;186147,6842
544288;Never in program;753139,00;2;376569,50
38001;Never in program;2671999,00;48;55666,6458
3354297;Never in program;1599572,00;6;266595,3333
2952899;Never in program;801833,00;5;160366,60
3672970;Never in program;776958,00;3;258986,00
1836452;Never in program;7622057,00;39;195437,3589
2486744;Never in program;786511,00;6;131085,1666
2715659;Never in program;280824,00;4;70206,00
833249;Never in program;4305060,00;31;138872,9032
424611;Never in program;883726,00;8;110465,75
3493164;Never in program;1958689,00;18;108816,0555
4231259;Never in program;1070417,00;20;53520,85
3763166;Never in program;7122185,00;51;139650,6862
653526;Never in program;6372824,00;64;99575,375
38623;Never in program;3234240,00;17;190249,4117
2734037;Never in program;976120,00;14;69722,8571
564859;Never in program;50247,00;1;50247,00
1862343;Never in program;17973744,00;37;485776,8648
1706597;Never in program;449416,00;9;49935,1111
2439235;Never in program;50076396,00;240;208651,65
522332;Never in program;7476241,00;79;94635,962
606751;Never in program;4294142,00;53;81021,5471
4273951;Never in program;3472703,00;38;91386,921
1813589;Never in program;13470984,00;80;168387,30
2993127;Never in program;1329159,00;25;53166,36
5772156;Never in program;5047486,00;21;240356,4761
844234;Never in program;10853557,00;43;252408,3023
3988947;Never in program;2265789,00;51;44427,2352
2211113;Never in program;4852592,00;24;202191,3333
4786922;Never in program;1079111,00;6;179851,8333
657549;Never in program;725082,00;13;55775,5384
2748505;Never in program;2084264,00;25;83370,56
4051588;Never in program;1650282,00;22;75012,8181
1290345;Never in program;5867528,00;22;266705,8181
1373141;Never in program;12678511,00;75;169046,8133
2910135;Never in program;2074447,00;11;188586,0909
5703703;Never in program;3205277,00;15;213685,1333
4209515;Never in program;1883568,00;21;89693,7142
1802338;Never in program;231900,00;3;77300,00
1991096;Never in program;4304963,00;34;126616,5588
1129496;After;1923768,00;6;320628,00
2345092;Never in program;3755109,00;21;178814,7142
3008383;Never in program;2774214,00;8;346776,75
5140142;Never in program;3649426,00;19;192075,0526
2530515;Never in program;2615493,00;8;326936,625
16091;Never in program;4838650,00;45;107525,5555
1285445;Never in program;4418839,00;81;54553,5679
370751;Never in program;5215916,00;85;61363,7176
2717822;Never in program;289400,00;3;96466,6666
5411684;Never in program;1098136,00;8;137267,00
756538;Never in program;22320641,00;96;232506,677
1158990;Never in program;3474536,00;34;102192,2352
2684679;Never in program;12501482,00;80;156268,525
4882931;Never in program;2325412,00;4;581353,00
549715;Never in program;1164421,00;9;129380,1111
718869;Never in program;602816,00;6;100469,3333
660517;Never in program;41156,00;1;41156,00
60526;Never in program;3203877,00;55;58252,309
2319433;Never in program;3984490,00;25;159379,60
2661431;Never in program;145470,00;2;72735,00
3550769;Never in program;1155703,00;31;37280,7419
1865548;Never in program;4891760,00;154;31764,6753
3098946;Never in program;1655868,00;17;97404,00
1884139;Never in program;103962,00;1;103962,00
2476115;Never in program;1265157,00;16;79072,3125
3866379;Never in program;20376,00;1;20376,00
93626;Never in program;5366629,00;13;412817,6153
1562954;Never in program;2572778,00;63;40837,746
1449143;Never in program;11043111,00;70;157758,7285
3913326;Never in program;3693283,00;54;68394,1296
1894726;Never in program;3428828,00;16;214301,75
4008452;Never in program;2678182,00;29;92351,1034
5043031;Never in program;19724,00;1;19724,00
2303929;Never in program;3260097,00;16;203756,0625
1242859;Never in program;5936106,00;25;237444,24
2896994;Never in program;232366,00;1;232366,00
2221712;Never in program;2690825,00;8;336353,125
1793493;Never in program;9153431,00;58;157817,7758
2575560;Never in program;402840,00;4;100710,00
1998882;Never in program;241047,00;5;48209,40
2108002;Never in program;566178,00;4;141544,50
1710146;Never in program;2114885,00;17;124405,00
3804964;Never in program;230900,00;1;230900,00
4478729;Never in program;2712300,00;28;96867,8571
4300524;Never in program;243448,00;6;40574,6666
1447709;Never in program;23966185,00;99;242082,6767
249788;Never in program;11238941,00;84;133796,9166
3469910;Never in program;3750113,00;18;208339,6111
2118589;Never in program;1956373,00;7;279481,8571
1290511;Never in program;10713607,00;99;108218,2525
2559564;Never in program;1550925,00;19;81627,6315
2037048;Never in program;3367432,00;60;56123,8666
3300205;Never in program;4774957,00;25;190998,28
1960520;Never in program;660393,00;8;82549,125
1762613;Never in program;25283531,00;51;495755,5098
2154047;Never in program;54600,00;1;54600,00
2193624;Never in program;3958600,00;2;1979300,00
2129769;Never in program;25110692,00;195;128772,7794
5281005;Never in program;5425576,00;32;169549,25
29907;Never in program;2795218,00;31;90168,3225
1061466;Never in program;8620812,00;26;331569,6923
2268262;Never in program;7214871,00;32;225464,7187
815854;Never in program;3254004,00;10;325400,40
2496769;Never in program;431197,00;3;143732,3333
1670640;Never in program;425690,00;4;106422,50
2026275;After;225174,00;2;112587,00
4190686;Never in program;346942,00;1;346942,00
626149;Never in program;341486,00;4;85371,50
1609308;Never in program;881067,00;7;125866,7142
4144955;Never in program;4076293,00;8;509536,625
1436333;Never in program;3378066,00;52;64962,8076
5558490;Never in program;3364981,00;28;120177,8928
2012657;Never in program;1063943,00;25;42557,72
1792593;Never in program;967291,00;9;107476,7777
3609339;Never in program;4679970,00;60;77999,50
3307582;Never in program;648843,00;12;54070,25
3682794;Never in program;3331156,00;7;475879,4285
2326791;Never in program;1240394,00;6;206732,3333
2850971;Never in program;31180002,00;155;201161,3032
235060;Never in program;2904997,00;29;100172,3103
4277726;Never in program;1060313,00;9;117812,5555
572927;Never in program;74876,00;3;24958,6666
2966074;Never in program;6627078,00;23;288133,826
4518455;Never in program;1298813,00;34;38200,3823
1427092;Never in program;1982416,00;13;152493,5384
2364929;Never in program;5306186,00;19;279272,9473
4891279;Never in program;4993413,00;28;178336,1785
4123395;Before;1759993,00;13;135384,0769
2728284;Never in program;2977785,00;12;248148,75
2347965;Never in program;742624,00;5;148524,80
667509;Never in program;726710,00;18;40372,7777
192845;Never in program;6108749,00;22;277670,409
4504858;Never in program;22861228,00;380;60161,1263
3180012;Never in program;4093174,00;46;88982,0434
4162627;After;298859,00;4;74714,75
4791236;Never in program;131734,00;2;65867,00
1755616;Never in program;1658805,00;19;87305,5263
2752689;Never in program;14165668,00;166;85335,3493
3568816;Never in program;2285849,00;33;69268,1515
1789293;Never in program;2063343,00;12;171945,25
1919765;Never in program;426530,00;5;85306,00
2860456;Never in program;2242510,00;7;320358,5714
354131;Never in program;3190210,00;22;145009,5454
1898387;Never in program;3954599,00;98;40353,051
1563512;Never in program;287805,00;7;41115,00
1815391;Never in program;218595,00;4;54648,75
2157105;Never in program;7834546,00;115;68126,4869
2336661;Never in program;2802081,00;36;77835,5833
2761949;Never in program;5947262,00;5;1189452,40
2279241;Never in program;39247,00;2;19623,50
4137597;Never in program;64629,00;2;32314,50
2552360;Never in program;478574,00;7;68367,7142
693339;Never in program;9285724,00;17;546219,0588
2237159;Never in program;12103354,00;14;864525,2857
430298;Never in program;2290359,00;13;176181,4615
1763140;Never in program;9717598,00;49;198318,3265
3581369;Never in program;19324396,00;37;522280,9729
2285699;Never in program;68265,00;2;34132,50
1688853;Never in program;190743,00;10;19074,30
3524571;Never in program;4605784,00;19;242409,6842
164076;Never in program;10955788,00;46;238169,3043
1830214;Never in program;639585,00;7;91369,2857
124779;Never in program;4281716,00;20;214085,80
3697759;Never in program;355842,00;4;88960,50
2188054;Never in program;307558,00;2;153779,00
461183;Never in program;1094381,00;4;273595,25
1351054;Never in program;8977447,00;114;78749,535
143821;Never in program;1873084,00;27;69373,4814
1416931;Never in program;6834514,00;12;569542,8333
2428546;Never in program;562004,00;4;140501,00
2248534;Never in program;3881774,00;23;168772,7826
2652764;Never in program;507196,00;8;63399,50
1402860;Never in program;648749,00;8;81093,625
1316401;Never in program;1860162,00;4;465040,50
1566717;Never in program;2674768,00;24;111448,6666
2380552;Never in program;5023816,00;21;239229,3333
4267773;Never in program;9439545,00;68;138816,8382
63985;Never in program;20900709,00;101;206937,7128
2113062;Never in program;-1954927,00;31;-63062,1612
239379;Never in program;12403500,00;71;174697,183
3899206;Never in program;11724471,00;104;112735,298
1892178;Never in program;577451,00;8;72181,375
80349;Never in program;1597324,00;21;76063,0476
1736325;Never in program;73966,00;2;36983,00
2136565;Never in program;1333380,00;25;53335,20
979569;Never in program;6592411,00;37;178173,2702
