Firm_ID;BenefitProgramPeriod;TotalSpent;TotalPurchases;AvgSpentOnTransaction
2300225;Never in program;15649652,00;71;220417,6338
2139782;Never in program;4527108,00;7;646729,7142
5299165;Never in program;342259,00;2;171129,50
1018762;Never in program;2074280,00;21;98775,238
1166421;Never in program;5478720,00;56;97834,2857
314371;Never in program;247468,00;1;247468,00
1498784;Never in program;20198928,00;98;206111,5102
3339692;Never in program;265028,00;2;132514,00
4128953;Never in program;1125400,00;11;102309,0909
2513192;Never in program;2774162,00;25;110966,48
2329303;Never in program;287364,00;6;47894,00
1386787;Never in program;2696657,00;21;128412,238
2240939;Never in program;205949,00;5;41189,80
1052211;Never in program;685551,00;6;114258,50
1265303;Never in program;217523,00;3;72507,6666
1404389;Never in program;5044900,00;14;360350,00
3562897;Never in program;9562478,00;55;173863,2363
2792893;Never in program;291388,00;3;97129,3333
563152;Never in program;1103282,00;7;157611,7142
1784074;Never in program;106440,00;1;106440,00
1513325;Never in program;1608384,00;30;53612,80
2533549;Never in program;11937467,00;48;248697,2291
991574;Never in program;2203866,00;12;183655,50
3936853;Never in program;893204,00;11;81200,3636
2669969;Never in program;3422301,00;39;87751,3076
2694994;Never in program;3320678,00;35;94876,5142
122362;Never in program;1366269,00;15;91084,60
2010572;Never in program;937234,00;5;187446,80
1870879;Never in program;3191674,00;15;212778,2666
5209773;Never in program;178660,00;3;59553,3333
3412560;Never in program;337485,00;3;112495,00
5562555;Never in program;21322,00;1;21322,00
808088;Never in program;2306570,00;38;60699,2105
4017189;Before;365062,00;7;52151,7142
2032267;Never in program;80496,00;1;80496,00
2604536;Never in program;1344784,00;7;192112,00
3100539;Never in program;6763835,00;49;138037,4489
1750568;Never in program;2024288,00;11;184026,1818
3447716;Never in program;784708,00;12;65392,3333
154123;Never in program;3368357,00;25;134734,28
2626199;Never in program;1773178,00;4;443294,50
1795283;Never in program;6220280,00;45;138228,4444
516983;Never in program;4814919,00;3;1604973,00
2410157;Never in program;382810,00;2;191405,00
1798814;Never in program;2226572,00;4;556643,00
3927510;Never in program;4581900,00;10;458190,00
4619296;Never in program;1659470,00;15;110631,3333
714816;Never in program;3133910,00;37;84700,2702
3498347;Never in program;5728990,00;66;86802,8787
4982027;Never in program;5880326,00;22;267287,5454
5567662;Never in program;122810,00;2;61405,00
6383565;Never in program;1155617,00;9;128401,8888
858851;Never in program;6783038,00;9;753670,8888
2437694;Never in program;6354961,00;25;254198,44
1938332;Never in program;248500,00;4;62125,00
5012574;Never in program;4580784,00;13;352368,00
1004786;Never in program;1533818,00;20;76690,90
1928918;Never in program;4728421,00;17;278142,4117
2893055;Never in program;1651405,00;7;235915,00
2111267;Never in program;4721896,00;19;248520,8421
3901199;Never in program;137091,00;2;68545,50
2659204;Never in program;8929296,00;63;141734,8571
338152;Never in program;3038940,00;14;217067,1428
5682172;After;149395,00;1;149395,00
992842;Never in program;1994695,00;11;181335,909
2266764;Never in program;4798048,00;59;81322,8474
101271;Never in program;1822117,00;9;202457,4444
5402929;Never in program;2358208,00;27;87341,037
3633487;Never in program;4394004,00;19;231263,3684
5121747;Never in program;1478222,00;19;77801,1578
335723;Never in program;6148422,00;23;267322,6956
4394050;Never in program;1836419,00;37;49632,9459
5469763;Never in program;753155,00;5;150631,00
3536053;Never in program;2985097,00;12;248758,0833
2808285;Never in program;1107826,00;12;92318,8333
642294;Never in program;5636639,00;46;122535,6304
4812333;Never in program;1259670,00;18;69981,6666
546895;Never in program;13196230,00;37;356654,8648
3286283;Never in program;5404520,00;50;108090,40
2593854;Never in program;736920,00;12;61410,00
3253100;Never in program;408497,00;4;102124,25
3374321;Never in program;4926074,00;124;39726,4032
6018310;Never in program;1764307,00;13;135715,923
1242491;Never in program;1412899,00;12;117741,5833
1116400;Never in program;190080,00;5;38016,00
1938261;Never in program;9785258,00;129;75854,7131
2941618;Never in program;6236115,00;50;124722,30
188035;Never in program;6864397,00;21;326876,0476
514968;Never in program;7443299,00;15;496219,9333
6151966;Never in program;7829302,00;63;124274,6349
1645278;Never in program;1562866,00;15;104191,0666
1686619;Never in program;7335964,00;13;564304,923
1004881;Never in program;2528208,00;25;101128,32
2731133;Never in program;982070,00;6;163678,3333
6580071;Never in program;194753,00;5;38950,60
1967178;Never in program;4757909,00;25;190316,36
1215700;Never in program;9335528,00;9;1037280,8888
1410473;Never in program;579183,00;6;96530,50
4609289;Never in program;913661,00;23;39724,3913
2669240;Never in program;821753,00;11;74704,8181
2189488;Never in program;600884,00;11;54625,8181
638443;Never in program;151901,00;1;151901,00
3973614;Never in program;2007827,00;10;200782,70
2296013;Never in program;253036,00;4;63259,00
4932549;Never in program;2872367,00;23;124885,5217
1891988;Never in program;1251310,00;20;62565,50
2742384;Never in program;3134832,00;12;261236,00
2658653;Never in program;2386610,00;8;298326,25
3230845;Never in program;53223,00;1;53223,00
3614742;Never in program;14489417,00;98;147851,1938
3919962;Never in program;453853,00;8;56731,625
4469030;Never in program;21322,00;1;21322,00
3748004;Never in program;1259698,00;13;96899,8461
327360;Never in program;8904404,00;31;287238,8387
5477535;Never in program;2961532,00;13;227810,1538
6046994;Never in program;1220631,00;40;30515,775
3378154;Never in program;1278097,00;13;98315,1538
4176146;Never in program;28001,00;1;28001,00
32575;Never in program;2658826,00;40;66470,65
5264643;Never in program;457951,00;4;114487,75
4609339;Never in program;211396,00;1;211396,00
2979540;Never in program;19202805,00;100;192028,05
1405441;Never in program;6796821,00;77;88270,4025
1676427;Never in program;155609,00;3;51869,6666
2685306;Never in program;6538067,00;97;67402,7525
25797;Never in program;2046383,00;29;70564,931
4700984;Never in program;1833347,00;18;101852,6111
1105392;Never in program;71919,00;3;23973,00
3127590;Never in program;255207,00;1;255207,00
3866398;Never in program;570777,00;6;95129,50
2135366;Never in program;30246,00;2;15123,00
2070186;Never in program;20882867,00;127;164432,0236
558130;Never in program;10513777,00;74;142078,0675
6104777;Never in program;4737901,00;36;131608,3611
3884101;Never in program;5710505,00;44;129784,2045
1786527;Never in program;3616059,00;33;109577,5454
5754410;Never in program;129300,00;4;32325,00
2034828;Never in program;5877752,00;28;209919,7142
634720;Never in program;3240246,00;18;180013,6666
209558;Never in program;8587536,00;35;245358,1714
166113;Never in program;8186750,00;40;204668,75
1774684;Never in program;991434,00;10;99143,40
2601772;Never in program;410530,00;5;82106,00
2435175;Never in program;7876111,00;114;69088,6929
3639388;Never in program;1078129,00;15;71875,2666
4288059;Never in program;10791977,00;66;163514,803
3778027;Never in program;4714082,00;73;64576,4657
1042917;Never in program;1256284,00;9;139587,1111
2457985;Never in program;742417,00;2;371208,50
2140378;Never in program;171240,00;3;57080,00
5296938;Never in program;3065027,00;25;122601,08
2208055;Never in program;114086,00;2;57043,00
2881052;Never in program;2726129,00;37;73679,1621
2583050;Never in program;230750,00;4;57687,50
2215662;Never in program;1013057,00;2;506528,50
1148039;After;5559197,00;16;347449,8125
5299545;Never in program;3781099,00;41;92221,9268
712753;Never in program;6824947,00;69;98912,2753
1333241;Never in program;5701531,00;62;91960,1774
4214615;Never in program;71314,00;1;71314,00
2219276;Never in program;9224308,00;49;188251,1836
1900125;Never in program;193627,00;6;32271,1666
4968818;Never in program;11229481,00;45;249544,0222
2519787;Never in program;2584510,00;6;430751,6666
3205345;Never in program;1950120,00;6;325020,00
5156972;Never in program;802064,00;8;100258,00
2674594;Never in program;1657794,00;15;110519,60
4692026;Never in program;461644,00;8;57705,50
3664182;Never in program;1624975,00;3;541658,3333
1628304;Never in program;3218097,00;41;78490,1707
3853346;Before;1368443,00;11;124403,909
225916;Never in program;2863876,00;38;75365,1578
2216284;Never in program;4875513,00;12;406292,75
1013146;Never in program;9025982,00;105;85961,7333
2297105;Never in program;100579,00;2;50289,50
214748;Never in program;2746787,00;14;196199,0714
1962177;Never in program;359763,00;9;39973,6666
2543355;Never in program;1289264,00;3;429754,6666
1784003;Never in program;851878,00;20;42593,90
357694;Never in program;1979122,00;23;86048,7826
2061121;Never in program;2582137,00;8;322767,125
1394842;Never in program;131707,00;8;16463,375
180012;Never in program;10360561,00;116;89315,181
2965096;Never in program;1420660,00;5;284132,00
3646071;Never in program;3476311,00;39;89136,1794
2228664;Never in program;13578810,00;46;295191,5217
1998169;Never in program;1216513,00;10;121651,30
241003;Never in program;4819894,00;56;86069,5357
4200882;Never in program;7734873,00;22;351585,1363
8661656;Before;649669,00;2;324834,50
2438143;Never in program;601982,00;3;200660,6666
721249;Never in program;1093123,00;15;72874,8666
1859109;Never in program;1025004,00;13;78846,4615
3564604;Never in program;6414488,00;123;52150,3089
173134;Never in program;14271490,00;108;132143,4259
1538748;Never in program;3802270,00;37;102764,054
1099485;Never in program;3018503,00;43;70197,7441
2979664;Never in program;612393,00;5;122478,60
7104644;Never in program;1139033,00;15;75935,5333
67625;Never in program;5317012,00;70;75957,3142
513085;Never in program;409011,00;7;58430,1428
6118308;Never in program;212169,00;3;70723,00
2162660;Never in program;46132,00;2;23066,00
1891404;Never in program;1115683,00;41;27211,7804
5777324;Never in program;1814246,00;10;181424,60
1944066;Never in program;122008,00;1;122008,00
5433562;Never in program;5264023,00;32;164500,7187
1840649;Never in program;10676313,00;79;135143,2025
3342242;Never in program;2883684,00;36;80102,3333
4232890;Never in program;185538,00;2;92769,00
1913435;Never in program;258943,00;4;64735,75
1033781;Never in program;1034371,00;22;47016,8636
1782481;Never in program;866955,00;9;96328,3333
1612651;Never in program;907447,00;7;129635,2857
1557493;Never in program;1206714,00;12;100559,50
3104155;Never in program;516601,00;6;86100,1666
3195321;Never in program;2008202,00;21;95628,6666
537476;Never in program;1346059,00;32;42064,3437
2734628;Never in program;1359839,00;13;104603,00
700063;Never in program;18016,00;1;18016,00
5513560;Never in program;558760,00;10;55876,00
2033228;Never in program;4514489,00;52;86817,0961
2640143;Never in program;464811,00;5;92962,20
1932109;Never in program;3356360,00;34;98716,4705
2280136;Never in program;2642963,00;14;188783,0714
3670249;Never in program;5287918,00;11;480719,8181
2204707;Never in program;945715,00;10;94571,50
4492868;Never in program;61152358,00;304;201159,0723
3646510;Never in program;2989946,00;59;50677,0508
1856882;Never in program;1605234,00;12;133769,50
3735858;Never in program;1775444,00;15;118362,9333
1546254;Never in program;3282171,00;11;298379,1818
2858953;Never in program;4573088,00;14;326649,1428
5271569;Never in program;61901,00;1;61901,00
5428455;Never in program;809682,00;5;161936,40
4620339;Never in program;3663637,00;4;915909,25
1522515;Never in program;12557983,00;24;523249,2916
770456;Never in program;2142286,00;3;714095,3333
3353504;Never in program;26225509,00;237;110656,1561
1220729;Never in program;4289852,00;19;225781,6842
2939277;Never in program;1971747,00;8;246468,375
2167217;Never in program;434807,00;7;62115,2857
1019562;Never in program;200000,00;1;200000,00
2105927;Never in program;4460065,00;16;278754,0625
1738078;Never in program;1781177,00;10;178117,70
4438157;Never in program;1590431,00;1;1590431,00
3212324;Never in program;22231,00;1;22231,00
3630918;Never in program;5478418,00;39;140472,2564
2882118;Never in program;510685,00;5;102137,00
4559875;Never in program;407624,00;6;67937,3333
2317930;Never in program;2277795,00;11;207072,2727
5416760;Never in program;9625388,00;104;92551,8076
3249629;Never in program;1601307,00;12;133442,25
2823880;Never in program;11900,00;1;11900,00
2741518;Never in program;916771,00;6;152795,1666
3577070;Never in program;6484540,00;21;308787,619
2987222;Never in program;8634714,00;53;162919,132
4420335;Never in program;6092094,00;61;99870,3934
3791304;Never in program;6276771,00;23;272903,0869
4955950;Never in program;6344850,00;36;176245,8333
2638075;Never in program;6302974,00;7;900424,8571
4033603;Never in program;3214030,00;46;69870,2173
2411926;Never in program;1092724,00;13;84055,6923
2171619;Never in program;2525976,00;5;505195,20
2341533;Never in program;142727,00;1;142727,00
2667573;Never in program;1588407,00;70;22691,5285
558142;Never in program;4968265,00;17;292250,8823
1709937;Never in program;5687918,00;13;437532,1538
4979666;Never in program;239411,00;4;59852,75
3130968;Never in program;795385,00;6;132564,1666
4194341;Never in program;2954579,00;48;61553,7291
780356;Never in program;376115,00;3;125371,6666
4355493;Never in program;2008068,00;13;154466,7692
4465362;Never in program;922319,00;3;307439,6666
2608940;Never in program;522562,00;8;65320,25
711053;Never in program;2896144,00;30;96538,1333
1237638;Never in program;1307988,00;24;54499,50
1356340;Before;1353965,00;3;451321,6666
2549943;Never in program;1631150,00;14;116510,7142
2981181;Never in program;225122,00;3;75040,6666
3815880;Never in program;51318517,00;427;120183,8805
1423127;Never in program;60577,00;2;30288,50
5565993;Never in program;1312654,00;12;109387,8333
2614367;Never in program;2776305,00;6;462717,50
3656653;Never in program;14793,00;1;14793,00
2344477;Never in program;1203832,00;8;150479,00
1680593;Never in program;516419,00;3;172139,6666
2808133;Never in program;1072730,00;12;89394,1666
65557;Never in program;13536526,00;54;250676,4074
3574178;Never in program;98842,00;2;49421,00
1568721;Never in program;16196296,00;37;437737,7297
